工步,模式編號,模式工步編號,模式,功率(W),工步編號,循環,迴圈,測試時間,執行時間(毫秒),實際開始時間,實際時間(毫秒),工步種類,電壓(V),電流(A),電量(Ah),能量(KWh),ACR(mOhm),DCIR,總電量(Ah),子工步編號,子迴圈,子循環,子工步種類,狀態,迴圈3,迴圈4,工步執行時間(時:分:秒 毫秒),充電電量(Ah),放電電量(Ah),總能量(KWh),LC電流(mA),Remark,描述,溫度1(℃),溫度2(℃),溫度3(℃),溫度4(℃),溫度5(℃),溫度6(℃),溫度7(℃),溫度8(℃),Voltage(mV)_R1,Current(mA)_R1,RemainingCapacity(mAH)_R1,FullChargeCapacity(mAH)_R1,CycleCount_R1,SOH(%)_R1,RSOC(%)_R1,CHG_R1,DSG_R1,PDSG_R1,HCFET_R1,CB_R1,GPIOB_R1,CUV_R1,COV_R1,OCC_R1,OCD_R1,AOLD_R1,AOLDL_R1,ASCD_R1,ASCDL_R1,OTC_R1,OTD_R1,UTC_R1,UTD_R1,LED_ERROR0_R1,PT_CTL01_R1,PT_CTL2_R1,CellVoltage1(mV)_R2,CellVoltage2(mV)_R2,CellVoltage3(mV)_R2,CellVoltage4(mV)_R2,CellVoltage5(mV)_R2,CellVoltage6(mV)_R2,CellVoltage7(mV)_R2,CellVoltage8(mV)_R2,CellVoltage9(mV)_R2,CellVoltage10(mV)_R2,CellVoltage11(mV)_R2,CellVoltage12(mV)_R2,CellVoltage13(mV)_R2,CellVoltage14(mV)_R2,CellVoltage15(mV)_R2,CellVoltage16(mV)_R2,TS1(C)_R2,TS2(C)_R2,TS3(C)_R2,TS4(C)_R2,TS5(C)_R2,TS6(C)_R2,OFSSET0<2000_R3,OFSSET1<2200_R3,OFSSET2<2400_R3,OFSSET3<2600_R3,OFSSET4<2800_R3,OFSSET5<3000_R3,OFSSET6<3200_R3,OFSSET7<3400_R3,OFSSET8<3600_R3,OFSSET9<3800_R3,ORG_CELL16_R3,FIX_CELL16_R3,TS7(C)_R4,MaxError_R4,PendingEDV_R4,ExtAveCellVoltage(mV)_R4,BatteryStatus_R4,OperationStatus0_R4,OperationStatus1_R4,SafetyStatus0_R4,SafetyStatus1_R4,GaugingStatus_R4,GS_EDV2_R4,GS_EDV1_R4,GS_EDV0_R4,GS_TC_R4,GS_TD_R4,GS_FC_R4,GS_FD_R4,GS_BALOK_R4,GS_DSG_R4,GS_CF_R4,GS_REST_R4,GS_OCVFR_R4,GS_FCCX_R4,GS_VDQ_R4,Serial_Number1_R5,Serial_Number2_R5,Serial_Number3_R5,Manufacturer_Name1_R5,Manufacturer_Name2_R5,Manufacturer_Name3_R5,Manufacture_Date_R6,BMS_Serial_Number_R6,Device_Chemistry_R6,BMS_FW_VER1_R6,BMS_FW_VER2_R6,BMS_FW_DATE_R6,EDV0_R7,EDV1_R7,EDV2_R7,HV1,HV2,HV3,HV4,HV5,HV6,HV7,HV8,HV9,HV10,HV11,HV12,HV13,HV14,HV15,HV16,HV17,HT1,HT2,HT3,HT4,HT5,HT6,HT7,HT8,HT9,HT10,HT11,HT12,HT13
5,0,5,1,2678.0913,5,1,1,2025-03-07 10:12:26.835,4839470,2025-03-07 10:12:27.185,4839820,CC-CV Charge,53.5619,50,1.705,0.091,0,0,46.4295,0,0,0,REST,CC_Charge,1,1,00:02:03 000,1.7916,48.2211,2.3006,0,,,0,0,0,0,0,0,0,0,52953,49860,1700,45000,1,100,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3309,3308,3308,3308,3307,3308,3309,3309,3308,3310,3309,3309,3308,3309,3315,3323,35,37,34,33,35,33,14,16,17,15,17,15,20,23,23,27,3301,3324,-273,100,3008,3313,2192,263,0,0,0,149,0,0,0,0,1,0,1,1,0,1,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,-0.0025,-0.0025,-0.001,-0.007,-0.0075,-0.0105,-0.0085,0,0.0025,0.025,0.022,-0.0105,-0.0155,0.0005,0.0105,0.003,-0.005,22.2,21.8,21.9,21.7,21.7,21.9,22,22,21.8,21.6,21.7,21.7,21.7
5,0,5,1,2678.3472,5,1,1,2025-03-07 10:12:29.835,4842470,2025-03-07 10:12:30.185,4842820,CC-CV Charge,53.567,50,1.7465,0.0932,0,0,46.388,0,0,0,REST,CC_Charge,1,1,00:02:06 000,1.8331,48.2211,2.2984,0,,,0,0,0,0,0,0,0,0,52964,49860,1740,45000,1,100,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3310,3309,3309,3309,3307,3308,3309,3309,3308,3310,3309,3309,3308,3309,3319,3323,35,37,34,33,35,33,14,16,17,15,17,15,20,23,23,27,3300,3323,-273,100,3008,3313,2192,263,0,0,0,149,0,0,0,0,1,0,1,1,0,1,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,0,-0.0015,-0.0015,0.0045,0.006,0.0095,0.007,0,-0.004,-0.026,-0.0225,0.009,0.0125,-0.007,-0.0155,-0.005,-0.0035,22.2,21.8,21.9,21.6,21.7,21.9,22,21.9,21.7,21.8,21.8,21.8,21.7
5,0,5,1,2678.5001,5,1,1,2025-03-07 10:12:32.835,4845470,2025-03-07 10:12:33.185,4845820,CC-CV Charge,53.5702,49.9998,1.7882,0.0955,0,0,46.3463,0,0,0,REST,CC_Charge,1,1,00:02:09 000,1.8748,48.2211,2.2961,0,,,0,0,0,0,0,0,0,0,52974,49860,1780,45000,1,100,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3310,3309,3309,3309,3307,3309,3310,3309,3309,3310,3309,3311,3309,3309,3313,3324,35,38,34,33,35,33,14,16,17,15,17,15,20,23,23,27,3301,3324,-273,100,3008,3313,2192,263,0,0,0,149,0,0,0,0,1,0,1,1,0,1,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,-0.017,-0.025,-0.014,-0.0095,-0.0085,-0.0115,-0.008,-0.0095,-0.0105,0.008,0.026,0.0055,-0.007,-0.0095,-0.0135,0.052,-0.005,22.1,21.8,21.9,21.8,21.7,21.8,22,22,21.7,21.6,21.6,21.7,21.8
5,0,5,1,2678.7024,5,1,1,2025-03-07 10:12:35.835,4848470,2025-03-07 10:12:36.185,4848820,CC-CV Charge,53.5739,50.0001,1.8297,0.0977,0,0,46.3048,0,0,0,REST,CC_Charge,1,1,00:02:12 000,1.9163,48.2211,2.2939,0,,,0,0,0,0,0,0,0,0,52974,49860,1800,45000,1,100,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3310,3309,3309,3309,3307,3309,3310,3310,3309,3311,3309,3309,3309,3309,3310,3324,35,38,34,33,35,33,14,16,17,15,17,15,20,23,23,27,3301,3324,-273,100,3008,3313,2176,263,0,0,0,148,0,0,0,0,1,0,0,1,0,1,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,0.0165,0.024,0.013,0.008,0.0065,0.0095,0.0055,0.0085,0.0095,-0.004,-0.024,-0.0095,-0.001,0.005,0.015,-0.0555,-0.002,22.1,22,21.8,21.7,21.7,21.8,22,22.1,21.8,21.8,21.7,21.6,21.7
5,0,5,1,2678.9818,5,1,1,2025-03-07 10:12:38.835,4851470,2025-03-07 10:12:39.185,4851820,CC-CV Charge,53.5795,50.0001,1.8714,0.0999,0,0,46.2631,0,0,0,REST,CC_Charge,1,1,00:02:15 000,1.958,48.2211,2.2917,0,,,0,0,0,0,0,0,0,0,52965,49860,1840,45000,1,100,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3310,3309,3309,3309,3307,3309,3310,3310,3309,3311,3309,3308,3309,3309,3312,3325,35,38,34,33,35,33,14,16,17,15,17,15,20,23,23,27,3301,3324,-273,100,3008,3313,2176,263,0,0,0,148,0,0,0,0,1,0,0,1,0,1,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,-0.009,-0.0125,-0.0065,-0.009,-0.009,-0.013,-0.0105,-0.0045,-0.0015,0.025,0.03,-0.0065,-0.0175,-0.0045,0.0025,0.027,-0.0055,22.1,21.8,21.8,21.7,21.7,21.8,22,22.1,21.6,21.7,21.8,21.7,21.7
5,0,5,1,2679.1136,5,1,1,2025-03-07 10:12:41.835,4854470,2025-03-07 10:12:42.185,4854820,CC-CV Charge,53.5824,49.9999,1.9129,0.1021,0,0,46.2216,0,0,0,REST,CC_Charge,1,1,00:02:18 000,1.9995,48.2211,2.2894,0,,,0,0,0,0,0,0,0,0,52984,49860,1920,45000,1,100,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3311,3309,3309,3309,3308,3309,3311,3310,3310,3311,3310,3310,3309,3310,3321,3324,35,38,34,34,36,33,14,16,17,15,17,15,20,23,23,27,3301,3324,-273,100,3008,3313,2176,263,0,0,0,148,0,0,0,0,1,0,0,1,0,1,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,0.011,0.016,0.008,0.0085,0.0085,0.013,0.009,0.0045,0.0035,-0.0235,-0.033,0.0005,0.0105,0.001,-0.0005,-0.042,-0.002,22.1,21.7,21.7,21.6,21.7,21.8,22,22.2,21.8,21.7,21.7,21.6,21.7
5,0,5,1,2679.3432,5,1,1,2025-03-07 10:12:44.835,4857470,2025-03-07 10:12:45.185,4857820,CC-CV Charge,53.5867,50.0002,1.9544,0.1044,0,0,46.18,0,0,0,REST,CC_Charge,1,1,00:02:21 000,2.041,48.2211,2.2872,0,,,0,0,0,0,0,0,0,0,52973,49860,1940,45000,1,100,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3311,3310,3310,3310,3308,3309,3311,3310,3310,3311,3310,3310,3309,3310,3310,3323,35,38,34,34,36,33,14,16,17,15,17,15,20,23,23,27,3300,3323,-273,100,3008,3313,2176,263,0,0,0,148,0,0,0,0,1,0,0,1,0,1,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,-0.014,-0.02,-0.012,-0.0025,-0.001,-0.0005,0.0005,-0.0055,-0.009,-0.015,0.001,0.014,0.008,-0.0105,-0.0245,0.034,-0.0035,22,21.9,21.7,21.7,21.7,21.9,22,22.1,21.9,21.7,21.7,21.7,21.8
5,0,5,1,2679.5114,5,1,1,2025-03-07 10:12:47.835,4860470,2025-03-07 10:12:48.185,4860820,CC-CV Charge,53.5901,50.0001,1.9961,0.1066,0,0,46.1384,0,0,0,REST,CC_Charge,1,1,00:02:24 000,2.0827,48.2211,2.285,0,,,0,0,0,0,0,0,0,0,52984,49860,1980,45000,1,100,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3311,3310,3310,3310,3308,3309,3311,3311,3310,3312,3311,3310,3309,3310,3321,3324,35,38,34,33,36,33,14,16,17,15,17,15,20,23,23,27,3300,3323,-273,100,3008,3313,2176,263,0,0,0,148,0,0,0,0,1,0,0,1,0,1,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,0.004,0.008,0.004,-0.003,-0.0055,-0.0075,-0.006,0.0025,0.0065,0.0215,0.0115,-0.015,-0.016,0.0035,0.018,-0.0155,-0.0035,22.1,21.9,22,21.8,22,21.9,22,22.2,21.7,21.7,21.7,21.7,22
5,0,5,1,2679.5895,5,1,1,2025-03-07 10:12:50.835,4863470,2025-03-07 10:12:51.185,4863820,CC-CV Charge,53.5918,50,2.0376,0.1088,0,0,46.0968,0,0,0,REST,CC_Charge,1,1,00:02:27 000,2.1242,48.2211,2.2828,0,,,0,0,0,0,0,0,0,0,52973,49860,2020,45000,1,100,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3311,3310,3310,3310,3308,3309,3311,3311,3310,3311,3311,3310,3310,3310,3311,3324,35,38,34,33,36,33,14,16,17,15,17,15,20,23,23,27,3301,3324,-273,100,3008,3314,2176,263,0,0,0,148,0,0,0,0,1,0,0,1,0,1,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,0.0035,0.005,0.0025,0.007,0.0065,0.0115,0.0085,0.0015,-0.001,-0.026,-0.0285,0.0065,0.013,-0.001,-0.011,-0.02,-0.004,22.2,21.9,21.9,21.8,21.9,21.9,22,22.1,21.9,21.8,21.7,21.8,21.8
5,0,5,1,2679.8073,5,1,1,2025-03-07 10:12:53.835,4866470,2025-03-07 10:12:54.185,4866820,CC-CV Charge,53.596,50.0001,2.0793,0.1111,0,0,46.0552,0,0,0,REST,CC_Charge,1,1,00:02:30 000,2.1659,48.2211,2.2805,0,,,0,0,0,0,0,0,0,0,52995,49860,2050,45000,1,100,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3311,3311,3310,3311,3309,3310,3311,3311,3310,3311,3311,3310,3310,3311,3322,3325,36,38,34,34,36,33,14,16,17,15,17,15,20,23,23,27,3302,3325,-273,100,3008,3316,2176,263,0,0,0,148,0,0,0,0,1,0,0,1,0,1,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,0.0095,0.0125,0.006,0.008,0.0085,0.014,0.009,0.0035,0.0025,-0.0255,-0.0335,0.003,0.0125,0,-0.0045,-0.0355,-0.001,22.3,22,21.9,21.9,21.9,22,22,22.1,21.8,21.7,21.8,21.8,21.9
5,0,5,1,2680.0688,5,1,1,2025-03-07 10:12:56.835,4869470,2025-03-07 10:12:57.185,4869820,CC-CV Charge,53.6013,50.0001,2.1208,0.1133,0,0,46.0136,0,0,0,REST,CC_Charge,1,1,00:02:33 000,2.2074,48.2211,2.2783,0,,,0,0,0,0,0,0,0,0,52995,49860,2120,45000,1,100,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3312,3311,3310,3311,3309,3310,3312,3311,3310,3312,3311,3311,3310,3311,3321,3325,36,38,34,33,36,33,14,16,17,15,17,15,20,23,23,27,3303,3326,-273,100,3008,3313,2176,263,0,0,0,148,0,0,0,0,1,0,0,1,0,1,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,0.017,0.024,0.0125,0.008,0.007,0.0095,0.0065,0.009,0.0095,-0.0045,-0.024,-0.0105,-0.0005,0.0055,0.0145,-0.0565,-0.003,22.2,22,22,21.8,21.9,21.9,22,22.1,21.8,21.9,21.8,21.8,21.8
5,0,5,1,2680.0529,5,1,1,2025-03-07 10:12:59.835,4872470,2025-03-07 10:13:00.185,4872820,CC-CV Charge,53.6014,49.9997,2.1623,0.1155,0,0,45.9721,0,0,0,REST,CC_Charge,1,1,00:02:36 000,2.249,48.2211,2.2761,0,,,0,0,0,0,0,0,0,0,52996,49860,2140,45000,1,100,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3312,3311,3310,3311,3309,3310,3312,3312,3311,3313,3311,3311,3310,3311,3312,3326,36,38,34,33,36,33,14,16,17,15,17,15,20,23,23,27,3303,3326,-273,100,3008,3317,2176,263,0,0,0,148,0,0,0,0,1,0,0,1,0,1,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,-0.0015,-0.002,-0.0015,0.005,0.006,0.0095,0.0065,0,-0.0035,-0.0255,-0.022,0.0095,0.012,-0.008,-0.0165,-0.0025,-0.0025,22.2,21.8,21.8,21.9,21.8,22,22,22.1,21.9,21.8,21.8,21.7,21.8
5,0,5,1,2680.3464,5,1,1,2025-03-07 10:13:02.835,4875470,2025-03-07 10:13:03.185,4875820,CC-CV Charge,53.6068,50.0001,2.204,0.1177,0,0,45.9305,0,0,0,REST,CC_Charge,1,1,00:02:39 000,2.2906,48.2211,2.2738,0,,,0,0,0,0,0,0,0,0,53007,49860,2190,45000,1,100,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3312,3311,3311,3311,3309,3311,3312,3312,3311,3312,3311,3311,3310,3311,3323,3327,36,38,34,34,36,33,14,16,17,15,17,15,20,23,23,27,3304,3327,-273,100,3008,3316,2176,263,0,0,0,148,0,0,0,0,1,0,0,1,0,1,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,0.0145,0.022,0.0125,0.004,0.0025,0.003,0.002,0.007,0.011,0.0085,-0.011,-0.0155,-0.007,0.0075,0.022,-0.0485,-0.003,22.1,21.9,21.9,21.8,21.8,21.9,22.2,22.2,21.8,21.8,21.7,21.8,21.7
5,0,5,1,2680.6557,5,1,1,2025-03-07 10:13:05.835,4878470,2025-03-07 10:13:06.185,4878820,CC-CV Charge,53.6132,50,2.2455,0.12,0,0,45.8889,0,0,0,REST,CC_Charge,1,1,00:02:42 000,2.3322,48.2211,2.2716,0,,,0,0,0,0,0,0,0,0,52996,49860,2230,45000,1,100,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3313,3311,3311,3312,3310,3311,3313,3312,3311,3313,3312,3311,3311,3312,3312,3326,36,38,34,34,36,33,14,16,17,15,17,15,20,23,23,27,3303,3326,-273,100,3008,3317,2176,263,0,0,0,148,0,0,0,0,1,0,0,1,0,1,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,0.01,0.013,0.006,0.0085,0.008,0.013,0.009,0.0035,0.002,-0.025,-0.033,0.002,0.011,0.0005,-0.0035,-0.038,-0.003,22.2,21.8,21.7,21.7,21.8,21.9,22.1,22.1,21.8,21.7,21.7,21.7,21.8
5,0,5,1,2680.6795,5,1,1,2025-03-07 10:13:08.835,4881470,2025-03-07 10:13:09.185,4881820,CC-CV Charge,53.6136,50,2.2872,0.1222,0,0,45.8473,0,0,0,REST,CC_Charge,1,1,00:02:45 000,2.3738,48.2211,2.2694,0,,,0,0,0,0,0,0,0,0,53016,49860,2240,45000,1,100,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3313,3312,3311,3312,3310,3311,3313,3312,3312,3313,3312,3312,3311,3312,3322,3326,36,38,35,34,37,33,14,16,17,15,17,15,20,23,23,27,3302,3325,-273,100,3008,3317,2176,263,0,0,0,148,0,0,0,0,1,0,0,1,0,1,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,-0.0155,-0.021,-0.012,-0.01,-0.0095,-0.013,-0.009,-0.0065,-0.008,0.016,0.0295,0.001,-0.0115,-0.0095,-0.007,0.046,-0.004,22.2,21.8,21.8,21.7,21.8,21.9,22,22.1,21.7,21.7,21.6,21.8,21.8
5,0,5,1,2680.9421,5,1,1,2025-03-07 10:13:11.835,4884470,2025-03-07 10:13:12.185,4884820,CC-CV Charge,53.6188,50,2.3287,0.1244,0,0,45.8057,0,0,0,REST,CC_Charge,1,1,00:02:48 000,2.4153,48.2211,2.2672,0,,,0,0,0,0,0,0,0,0,53015,49860,2320,45000,1,100,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3313,3312,3312,3312,3310,3311,3313,3313,3312,3313,3312,3312,3311,3312,3323,3325,36,38,35,33,37,33,14,16,17,15,17,15,20,23,23,27,3302,3325,-273,100,3008,3317,2176,263,0,0,0,148,0,0,0,0,1,0,0,1,0,1,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,0,-0.0005,-0.001,0.005,0.006,0.0095,0.0075,0,-0.0035,-0.0265,-0.0225,0.009,0.0125,-0.0065,-0.0145,-0.005,-0.0025,22.1,21.8,21.8,21.8,21.7,21.9,22,22,21.7,21.9,21.7,21.7,21.7
5,0,5,1,2681.1772,5,1,1,2025-03-07 10:13:14.835,4887470,2025-03-07 10:13:15.185,4887820,CC-CV Charge,53.6235,50.0001,2.3704,0.1267,0,0,45.7641,0,0,0,REST,CC_Charge,1,1,00:02:51 000,2.457,48.2211,2.2649,0,,,0,0,0,0,0,0,0,0,53016,49860,2370,45000,1,100,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3313,3313,3312,3312,3310,3312,3314,3313,3312,3314,3312,3312,3312,3312,3315,3326,36,38,35,34,37,33,14,16,17,15,17,15,20,23,23,27,3303,3326,-273,100,3008,3317,2176,263,0,0,0,148,0,0,0,0,1,0,0,1,0,1,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,-0.0045,-0.005,-0.003,-0.0075,-0.008,-0.0115,-0.009,-0.001,0.001,0.025,0.025,-0.0095,-0.016,-0.002,0.0075,0.0135,-0.004,22.1,21.7,21.9,21.7,21.8,21.8,22,22,21.6,21.7,21.6,21.6,21.6
5,0,5,1,2681.2985,5,1,1,2025-03-07 10:13:17.835,4890470,2025-03-07 10:13:18.185,4890820,CC-CV Charge,53.626,50,2.4119,0.1289,0,0,45.7225,0,0,0,REST,CC_Charge,1,1,00:02:54 000,2.4985,48.2211,2.2627,0,,,0,0,0,0,0,0,0,0,53017,49860,2380,45000,1,100,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3314,3313,3312,3312,3311,3312,3314,3313,3312,3314,3313,3312,3312,3313,3321,3327,36,38,35,34,37,33,14,16,17,15,17,15,20,23,23,27,3304,3327,-273,100,3008,3317,2176,263,0,0,0,148,0,0,0,0,1,0,0,1,0,1,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,0.0155,0.0235,0.0135,0.007,0.006,0.0095,0.0055,0.008,0.0105,-0.001,-0.022,-0.012,-0.0025,0.0065,0.016,-0.0565,-0.0025,22.2,21.8,21.8,21.7,21.7,21.9,21.9,22.1,21.8,21.7,21.7,21.6,21.8
5,0,5,1,2681.4925,5,1,1,2025-03-07 10:13:20.835,4893470,2025-03-07 10:13:21.185,4893820,CC-CV Charge,53.6297,50.0001,2.4534,0.1311,0,0,45.681,0,0,0,REST,CC_Charge,1,1,00:02:57 000,2.5401,48.2211,2.2605,0,,,0,0,0,0,0,0,0,0,53017,49860,2420,45000,1,100,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3314,3313,3312,3312,3311,3312,3314,3313,3312,3314,3313,3312,3312,3313,3313,3329,36,38,35,34,37,33,14,16,17,15,17,15,20,23,23,27,3306,3329,-273,100,3008,3317,2176,263,0,0,0,148,0,0,0,0,1,0,0,1,0,1,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,-0.018,-0.0245,-0.0145,-0.0085,-0.0085,-0.011,-0.008,-0.009,-0.0105,0.0055,0.0235,0.007,-0.004,-0.01,-0.0175,0.052,-0.0045,22,21.8,21.7,21.7,21.7,21.8,22,22,21.7,21.6,21.6,21.8,21.7
5,0,5,1,2681.7756,5,1,1,2025-03-07 10:13:23.835,4896470,2025-03-07 10:13:24.185,4896820,CC-CV Charge,53.6357,49.9999,2.4951,0.1334,0,0,45.6393,0,0,0,REST,CC_Charge,1,1,00:03:00 000,2.5817,48.2211,2.2582,0,,,0,0,0,0,0,0,0,0,53030,49860,2460,45000,1,100,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3314,3313,3312,3313,3311,3312,3314,3313,3313,3314,3313,3312,3312,3313,3323,3330,36,38,35,34,37,33,14,16,17,15,17,15,20,23,23,27,3307,3330,-273,100,3008,3317,2176,263,0,0,0,148,0,0,0,0,1,0,0,1,0,1,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,-0.0175,-0.025,-0.0155,-0.0085,-0.0065,-0.0085,-0.005,-0.009,-0.0115,-0.003,0.0175,0.0115,0,-0.012,-0.0215,0.051,-0.0045,22.1,21.8,21.8,21.7,21.7,21.8,21.9,22,21.6,21.8,21.7,21.7,21.8
5,0,5,1,2681.9131,5,1,1,2025-03-07 10:13:26.835,4899470,2025-03-07 10:13:27.185,4899820,CC-CV Charge,53.6382,50,2.5366,0.1356,0,0,45.5978,0,0,0,REST,CC_Charge,1,1,00:03:03 000,2.6233,48.2211,2.256,0,,,0,0,0,0,0,0,0,0,53030,49860,2550,45000,1,100,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3314,3313,3313,3313,3311,3312,3315,3314,3313,3315,3314,3313,3312,3314,3321,3330,36,38,35,34,37,33,14,16,17,15,17,15,20,23,23,27,3308,3331,-273,100,3008,3317,2176,263,0,0,0,148,0,0,0,0,1,0,0,1,0,1,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,-0.016,-0.023,-0.014,-0.0055,-0.0035,-0.003,-0.0015,-0.008,-0.0105,-0.0095,0.009,0.0125,0.0035,-0.0115,-0.026,0.043,-0.0055,22.1,21.8,21.7,21.8,21.7,21.8,22,22,21.7,21.7,21.7,21.7,21.8
5,0,5,1,2682.2092,5,1,1,2025-03-07 10:13:29.835,4902470,2025-03-07 10:13:30.185,4902820,CC-CV Charge,53.6442,50,2.5783,0.1378,0,0,45.5561,0,0,0,REST,CC_Charge,1,1,00:03:06 000,2.6649,48.2211,2.2538,0,,,0,0,0,0,0,0,0,0,53031,49860,2560,45000,1,100,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3314,3314,3313,3313,3312,3311,3315,3314,3313,3315,3314,3313,3313,3314,3325,3332,36,38,35,34,37,33,14,16,17,15,17,15,20,23,23,27,3309,3332,-273,100,3008,3317,2176,263,0,0,0,148,0,0,0,0,1,0,0,1,0,1,0,0,0,0,16SR3050,B0024122,0,NEOTEC,,,20250306,0x0001,LFP,V1.06c3,ail,20241227,3008,3054,3045,0.004,0.008,0.004,-0.0035,-0.005,-0.0075,-0.006,0.003,0.006,0.0215,0.0105,-0.0155,-0.016,0.003,0.0175,-0.014,-0.004,22,21.8,21.8,21.8,21.8,21.7,22,22,21.7,21.8,21.6,21.7,21.7
